process_timestamp,total_conferences,total_audio_conferences,total_pdf_only_reports,total_conference_events,conference_presentation_only,conference_other_incomplete,standalone_report_events,standalone_report_healthy,standalone_report_broken,report_events,report_healthy,report_warning,report_broken,report_planned,has_pdf,has_audio,has_transcript,has_srt,has_fin_srt,has_gt_srt,fully_ingested,pdf_only,pdf_only_healthy,pdf_only_broken,ingestion_rate_pct,conference_ingestion_rate_pct,pdf_only_ingestion_rate_pct,report_ingestion_rate_pct,durations_registered_count,ready_to_use_rate_pct,has_digest,digest_eligible,digest_rate_pct,conf_md_complete,conf_md_partial,conf_md_missing,conf_md_complete_rate_pct,fully_ingested_md_warning,checked_at
2026-09-25T22:43:44.952728+08:00,180,177,2,177,65,39,2,1,1,141,9,4,128,9,146,96,51,102,102,46,73,2,1,1,40.56,41.24,50.0,9.22,98,54.44,37,109,33.94,128,4,20,84.21,7,2026-09-25T22:43:44.952728+08:00
