類別,子類別,事件名稱,開始日期,結束日期,備註,Link1,Link2,download_timestamp,process_timestamp
財報公告,美股,Taiwan Semiconductor Manufacturing Company Limited(TSM) 2026 Q1 財報,2026-04-16,2026-04-16,Taiwan Semiconductor Manufacturing Company Limited 發布季度財報,https://finance.yahoo.com/quote/TSM/financials/,https://finance.yahoo.com/calendar/earnings?symbol=TSM,2026-06-03 06:04:14,2026-06-03 06:04:14
財報公告,台股,台積電(2330) 2026 Q1 財報,2026-04-16,2026-04-16,台積電 發布季度財報,https://finance.yahoo.com/quote/2330.TW/financials/,https://finance.yahoo.com/calendar/earnings?symbol=2330.TW,2026-06-03 06:04:14,2026-06-03 06:04:14
財報公告,美股,ASML(ASML) 2026 Q1 財報,2026-04-15,2026-04-15,ASML 發布季度財報,https://finance.yahoo.com/quote/ASML/financials/,https://finance.yahoo.com/calendar/earnings?symbol=ASML,2026-06-03 06:04:14,2026-06-03 06:04:14
財報公告,台股,仁寶(2324) 2026 Q1 財報,2026-04-15,2026-04-15,仁寶 發布季度財報,https://finance.yahoo.com/quote/2324.TW/financials/,https://finance.yahoo.com/calendar/earnings?symbol=2324.TW,2026-06-03 06:04:14,2026-06-03 06:04:14
財報公告,台股,南亞科(2408) 2026 Q1 財報,2026-04-13,2026-04-13,南亞科 發布季度財報,https://finance.yahoo.com/quote/2408.TW/financials/,https://finance.yahoo.com/calendar/earnings?symbol=2408.TW,2026-06-03 06:04:14,2026-06-03 06:04:14
法說會,台股,力領科技(6996) 2025 Q4 法說會,2026-03-31,2026-03-31,力領科技（6996）舉辦法人說明會,https://mops.twse.com.tw/mops/#/web/t100sb07_1,,2026-06-03 06:04:14,2026-06-03 06:04:14
法說會,台股,鴻海(2317) 2025 Q4 法說會,2026-03-30,2026-03-30,鴻海（2317）舉辦法人說明會,https://mops.twse.com.tw/mops/#/web/t100sb07_1,,2026-06-03 06:04:14,2026-06-03 06:04:14
財報公告,台股,國泰金(2882) 2025 Q4 財報,2026-03-27,2026-03-27,國泰金 發布季度財報,https://finance.yahoo.com/quote/2882.TW/financials/,https://finance.yahoo.com/calendar/earnings?symbol=2882.TW,2026-06-03 06:04:14,2026-06-03 06:04:14
法說會,台股,和碩(4938) 2025 Q4 法說會,2026-03-25,2026-03-25,和碩（4938）舉辦法人說明會,https://mops.twse.com.tw/mops/#/web/t100sb07_1,,2026-06-03 06:04:14,2026-06-03 06:04:14
法說會,台股,廣達(2382) 2025 Q4 法說會,2026-03-20,2026-03-20,廣達（2382）舉辦法人說明會,https://mops.twse.com.tw/mops/#/web/t100sb07_1,,2026-06-03 06:04:14,2026-06-03 06:04:14
法說會,台股,英業達(2356) 2025 Q4 法說會,2026-03-20,2026-03-20,英業達（2356）舉辦法人說明會,https://mops.twse.com.tw/mops/#/web/t100sb07_1,,2026-06-03 06:04:14,2026-06-03 06:04:14
法說會,台股,啟碁(6285) 2025 Q4 法說會,2026-03-20,2026-03-20,啟碁（6285）舉辦法人說明會,https://mops.twse.com.tw/mops/#/web/t100sb07_1,,2026-06-03 06:04:14,2026-06-03 06:04:14
法說會,台股,聯詠(3034) 2025 Q4 法說會,2026-03-19,2026-03-19,聯詠（3034）舉辦法人說明會,https://mops.twse.com.tw/mops/#/web/t100sb07_1,,2026-06-03 06:04:14,2026-06-03 06:04:14
法說會,台股,LINEPAY(7722) 2025 Q4 法說會,2026-03-19,2026-03-19,LINEPAY（7722）舉辦法人說明會,https://mops.twse.com.tw/mops/#/web/t100sb07_1,,2026-06-03 06:04:14,2026-06-03 06:04:14
法說會,台股,聯發科(2454) 2025 Q4 法說會,2026-03-19,2026-03-19,聯發科（2454）舉辦法人說明會,https://mops.twse.com.tw/mops/#/web/t100sb07_1,,2026-06-03 06:04:14,2026-06-03 06:04:14
法說會,台股,緯創(3231) 2025 Q4 法說會,2026-03-19,2026-03-19,緯創（3231）舉辦法人說明會,https://mops.twse.com.tw/mops/#/web/t100sb07_1,,2026-06-03 06:04:14,2026-06-03 06:04:14
財報公告,台股,聯強(2347) 2025 Q4 財報,2026-03-19,2026-03-19,聯強 發布季度財報,https://finance.yahoo.com/quote/2347.TW/financials/,https://finance.yahoo.com/calendar/earnings?symbol=2347.TW,2026-06-03 06:04:14,2026-06-03 06:04:14
法說會,台股,威強電(3022) 2025 Q4 法說會,2026-03-18,2026-03-18,威強電（3022）舉辦法人說明會,https://mops.twse.com.tw/mops/#/web/t100sb07_1,,2026-06-03 06:04:14,2026-06-03 06:04:14
法說會,台股,精誠(6214) 2025 Q4 法說會,2026-03-18,2026-03-18,精誠（6214）舉辦法人說明會,https://mops.twse.com.tw/mops/#/web/t100sb07_1,,2026-06-03 06:04:14,2026-06-03 06:04:14
法說會,台股,印能科技(7734) 2025 Q4 法說會,2026-03-18,2026-03-18,印能科技（7734）舉辦法人說明會,https://mops.twse.com.tw/mops/#/web/t100sb07_1,,2026-06-03 06:04:14,2026-06-03 06:04:14
法說會,台股,華碩(2357) 2025 Q4 法說會,2026-03-18,2026-03-18,華碩（2357）舉辦法人說明會,https://mops.twse.com.tw/mops/#/web/t100sb07_1,,2026-06-03 06:04:14,2026-06-03 06:04:14
法說會,台股,瑞昱(2379) 2025 Q4 法說會,2026-03-18,2026-03-18,瑞昱（2379）舉辦法人說明會,https://mops.twse.com.tw/mops/#/web/t100sb07_1,,2026-06-03 06:04:14,2026-06-03 06:04:14
法說會,台股,鴻準(2354) 2025 Q4 法說會,2026-03-18,2026-03-18,鴻準（2354）舉辦法人說明會,https://mops.twse.com.tw/mops/#/web/t100sb07_1,,2026-06-03 06:04:14,2026-06-03 06:04:14
法說會,台股,智原(3035) 2025 Q4 法說會,2026-03-18,2026-03-18,智原（3035）舉辦法人說明會,https://mops.twse.com.tw/mops/#/web/t100sb07_1,,2026-06-03 06:04:14,2026-06-03 06:04:14
財報公告,美股,Micron Technology(MU) 2025 Q4 財報,2026-03-18,2026-03-19,Micron Technology 發布季度財報,https://finance.yahoo.com/quote/MU/financials/,https://finance.yahoo.com/calendar/earnings?symbol=MU,2026-06-03 06:04:14,2026-06-03 06:04:14
財報公告,台股,鴻勁(7769) 2025 Q4 財報,2026-03-18,2026-03-18,鴻勁 發布季度財報,https://finance.yahoo.com/quote/7769.TW/financials/,https://finance.yahoo.com/calendar/earnings?symbol=7769.TW,2026-06-03 06:04:14,2026-06-03 06:04:14
法說會,台股,群聯(8299) 2025 Q4 法說會,2026-03-17,2026-03-17,群聯（8299）舉辦法人說明會,https://mops.twse.com.tw/mops/#/web/t100sb07_1,,2026-06-03 06:04:14,2026-06-03 06:04:14
法說會,台股,仁寶(2324) 2025 Q4 法說會,2026-03-17,2026-03-17,仁寶（2324）舉辦法人說明會,https://mops.twse.com.tw/mops/#/web/t100sb07_1,,2026-06-03 06:04:14,2026-06-03 06:04:14
法說會,台股,義隆(2458) 2025 Q4 法說會,2026-03-17,2026-03-17,義隆（2458）舉辦法人說明會,https://mops.twse.com.tw/mops/#/web/t100sb07_1,,2026-06-03 06:04:14,2026-06-03 06:04:14
法說會,台股,台灣大(3045) 2025 Q4 法說會,2026-03-17,2026-03-17,台灣大（3045）舉辦法人說明會,https://mops.twse.com.tw/mops/#/web/t100sb07_1,,2026-06-03 06:04:14,2026-06-03 06:04:14
財報公告,台股,鴻海(2317) 2025 Q4 財報,2026-03-16,2026-03-16,鴻海 發布季度財報,https://finance.yahoo.com/quote/2317.TW/financials/,https://finance.yahoo.com/calendar/earnings?symbol=2317.TW,2026-06-03 06:04:14,2026-06-03 06:04:14
法說會,台股,微星(2377) 2025 Q4 法說會,2026-03-13,2026-03-13,微星（2377）舉辦法人說明會,https://mops.twse.com.tw/mops/#/web/t100sb07_1,,2026-06-03 06:04:14,2026-06-03 06:04:14
法說會,台股,台積電(2330) 2025 Q4 法說會,2026-03-12,2026-03-12,台積電（2330）舉辦法人說明會,https://mops.twse.com.tw/mops/#/web/t100sb07_1,,2026-06-03 06:04:14,2026-06-03 06:04:14
法說會,台股,聯電(2303) 2025 Q4 法說會,2026-03-12,2026-03-12,聯電（2303）舉辦法人說明會,https://mops.twse.com.tw/mops/#/web/t100sb07_1,,2026-06-03 06:04:14,2026-06-03 06:04:14
法說會,台股,中華電(2412) 2025 Q4 法說會,2026-03-11,2026-03-11,中華電（2412）舉辦法人說明會,https://mops.twse.com.tw/mops/#/web/t100sb07_1,,2026-06-03 06:04:14,2026-06-03 06:04:14
法說會,台股,聯陽(3014) 2025 Q4 法說會,2026-03-11,2026-03-11,聯陽（3014）舉辦法人說明會,https://mops.twse.com.tw/mops/#/web/t100sb07_1,,2026-06-03 06:04:14,2026-06-03 06:04:14
法說會,台股,敦陽科(2480) 2025 Q4 法說會,2026-03-10,2026-03-10,敦陽科（2480）舉辦法人說明會,https://mops.twse.com.tw/mops/#/web/t100sb07_1,,2026-06-03 06:04:14,2026-06-03 06:04:14
法說會,台股,台達電(2308) 2025 Q4 法說會,2026-03-10,2026-03-10,台達電（2308）舉辦法人說明會,https://mops.twse.com.tw/mops/#/web/t100sb07_1,,2026-06-03 06:04:14,2026-06-03 06:04:14
法說會,台股,中華資安(7765) 2025 Q4 法說會,2026-03-05,2026-03-05,中華資安（7765）舉辦法人說明會,https://mops.twse.com.tw/mops/#/web/t100sb07_1,,2026-06-03 06:04:14,2026-06-03 06:04:14
法說會,台股,緯穎(6669) 2025 Q4 法說會,2026-02-26,2026-02-26,緯穎（6669）舉辦法人說明會,https://mops.twse.com.tw/mops/#/web/t100sb07_1,,2026-06-03 06:04:14,2026-06-03 06:04:14
財報公告,美股,NVIDIA Corporation(NVDA) FY2026 Q4 財報,2026-02-26,2026-02-26,NVIDIA 發布 Q4 FY2026 季度財報,https://finance.yahoo.com/quote/NVDA/financials/,https://finance.yahoo.com/calendar/earnings?symbol=NVDA,2026-06-03 06:04:14,2026-06-03 06:04:14
財報公告,台股,中華電(2412) 2025 Q4 財報,2026-02-26,2026-02-26,中華電 發布 2025 年第四季財報,https://finance.yahoo.com/quote/2412.TW/financials/,https://finance.yahoo.com/calendar/earnings?symbol=2412.TW,2026-06-03 06:04:14,2026-06-03 06:04:14
法說會,台股,光寶科(2301) 2025 Q4 法說會,2026-02-25,2026-02-25,光寶科（2301）舉辦法人說明會,https://mops.twse.com.tw/mops/#/web/t100sb07_1,,2026-06-03 06:04:14,2026-06-03 06:04:14
財報公告,台股,台達電(2308) 2025 Q4 財報,2026-02-13,2026-02-13,台達電 發布 2025 年第四季財報,https://finance.yahoo.com/quote/2308.TW/financials/,https://finance.yahoo.com/calendar/earnings?symbol=2308.TW,2026-06-03 06:04:14,2026-06-03 06:04:14
財報公告,台股,仁寶(2324) 2025 Q4 財報,2026-02-07,2026-02-07,仁寶 發布 2025 年第四季財報,https://finance.yahoo.com/quote/2324.TW/financials/,https://finance.yahoo.com/calendar/earnings?symbol=2324.TW,2026-06-03 06:04:14,2026-06-03 06:04:14
財報公告,美股,Amazon.com Inc.(AMZN) 2025 Q4 財報,2026-02-06,2026-02-06,Amazon 發布 Q4 2025 季度財報,https://finance.yahoo.com/quote/AMZN/financials/,https://finance.yahoo.com/calendar/earnings?symbol=AMZN,2026-06-03 06:04:14,2026-06-03 06:04:14
財報公告,台股,廣達(2382) 2025 Q4 財報,2026-02-06,2026-02-06,廣達 發布 2025 年第四季財報,https://finance.yahoo.com/quote/2382.TW/financials/,https://finance.yahoo.com/calendar/earnings?symbol=2382.TW,2026-06-03 06:04:14,2026-06-03 06:04:14
財報公告,台股,聯發科(2454) 2025 Q4 財報,2026-02-05,2026-02-05,聯發科 發布 2025 年第四季財報,https://finance.yahoo.com/quote/2454.TW/financials/,https://finance.yahoo.com/calendar/earnings?symbol=2454.TW,2026-06-03 06:04:14,2026-06-03 06:04:14
財報公告,美股,Alphabet Inc.(GOOGL) 2025 Q4 財報,2026-02-04,2026-02-04,Alphabet 發布 Q4 2025 季度財報,https://finance.yahoo.com/quote/GOOGL/financials/,https://finance.yahoo.com/calendar/earnings?symbol=GOOGL,2026-06-03 06:04:14,2026-06-03 06:04:14
財報公告,美股,Apple Inc.(AAPL) FY2026 Q1 財報,2026-01-29,2026-01-29,Apple 發布 Q1 FY2026 季度財報,https://finance.yahoo.com/quote/AAPL/financials/,https://finance.yahoo.com/calendar/earnings?symbol=AAPL,2026-06-03 06:04:14,2026-06-03 06:04:14
財報公告,美股,Meta Platforms Inc.(META) 2025 Q4 財報,2026-01-29,2026-01-29,Meta Platforms 發布 Q4 2025 季度財報,https://finance.yahoo.com/quote/META/financials/,https://finance.yahoo.com/calendar/earnings?symbol=META,2026-06-03 06:04:14,2026-06-03 06:04:14
財報公告,美股,Microsoft Corporation(MSFT) FY2026 Q2 財報,2026-01-29,2026-01-29,Microsoft 發布 Q2 FY2026 季度財報,https://finance.yahoo.com/quote/MSFT/financials/,https://finance.yahoo.com/calendar/earnings?symbol=MSFT,2026-06-03 06:04:14,2026-06-03 06:04:14
財報公告,美股,Western Digital(WDC) FY2026 Q2 財報,2026-01-29,2026-01-29,Western Digital 發布 Q2 FY2026 季度財報,https://finance.yahoo.com/quote/WDC/financials/,https://finance.yahoo.com/calendar/earnings?symbol=WDC,2026-06-03 06:04:14,2026-06-03 06:04:14
財報公告,美股,Advanced Micro Devices(AMD) 2025 Q4 財報,2026-01-28,2026-01-28,AMD 發布 Q4 2025 季度財報,https://finance.yahoo.com/quote/AMD/financials/,https://finance.yahoo.com/calendar/earnings?symbol=AMD,2026-06-03 06:04:14,2026-06-03 06:04:14
財報公告,台股,聯電(2303) 2025 Q4 財報,2026-01-22,2026-01-22,聯電 發布 2025 年第四季財報,https://finance.yahoo.com/quote/2303.TW/financials/,https://finance.yahoo.com/calendar/earnings?symbol=2303.TW,2026-06-03 06:04:14,2026-06-03 06:04:14
財報公告,美股,Taiwan Semiconductor Manufacturing Company Limited(TSM) 2025 Q4 財報,2026-01-15,2026-01-15,TSMC 發布 Q4 2025 季度財報,https://finance.yahoo.com/quote/TSM/financials/,https://finance.yahoo.com/calendar/earnings?symbol=TSM,2026-06-03 06:04:14,2026-06-03 06:04:14
財報公告,台股,台積電(2330) 2025 Q4 財報,2026-01-15,2026-01-15,台積電 發布 2025 年第四季財報,https://finance.yahoo.com/quote/2330.TW/financials/,https://finance.yahoo.com/calendar/earnings?symbol=2330.TW,2026-06-03 06:04:14,2026-06-03 06:04:14
